ID	DOCULECT	CONCEPT_IN_SOURCE	CONCEPT_FRENCH	IPA	VALUE	FORM	CONCEPTICON_ID	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
5860	Donno_So	noble, freeborn person	noble (non esclave)	ndè-sálà	ndè-sálà	ndè-sálà	482	NOBLE	ⁿd ¹/e + s ⁵/a l ¹/a	1 7 9 3 7 5 7	AX_AXBZ	TE_SALA	18	18.T.C 18.E.V 18._._ 18.S.C 18.A.V 18.L.C 18.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	2922 2923
5861	Tiranige_Diga	noble, freeborn person	noble (non esclave)	ɔ̀:lá	ɔ̀:lá	ɔ̀:lá	482	NOBLE	¹/ɔː l ⁵/a	7 5 7	XBZ	ULA	31	31.U.V 31.L.C 31.A.V	1.5 1.75 0.8	0	2930
5862	Fulfulde	noble, freeborn person	noble (non esclave)	dimo	dimo	dimo	482	NOBLE	d i m o	1 7 4 7	AXBZ	TIMU	19	19.T.C 19.I.V 19.M.C 19.U.V	2.0 1.5 1.75 0.8	0	2914
5863	Jamsay	noble, freeborn person	noble (non esclave)	ɔ̀ɣɔ̀ în	ɔ̀ɣɔ̀ în	ɔ̀ɣɔ̀ în	482	NOBLE	¹/ɔ ɣ ¹/ɔ + ⁵¹/i + n	7 3 7 9 7 9 4	XBZ_X_A	UGU_I_N	21	21.U.V 21.G.C 21.U.V 21._._ 21.I.V 21._._ 21.N.C	1.5 1.75 0.8 0.0 1.5 0.0 2.0	0	2924 2915 2918
5864	Mombo	noble, freeborn person	noble (non esclave)	dímò	dímò	dímò	482	NOBLE	d ⁵/i m ¹/o	1 7 4 7	AXBZ	TIMU	23	23.T.C 23.I.V 23.M.C 23.U.V	2.0 1.5 1.75 0.8	0	2914
5865	Bozo_Korondougou_nord		nom	tubioⁿ	tubioⁿ	tubioⁿ	482	NOBLE	t u b i õ	1 7 1 7 7	AXBYZ	TYPIU	9	9.T.C 9.Y.V 9.P.C 9.I.V 9.U.V	2.0 1.5 1.75 1.3 0.8	0	2921
5866	Jenaama	freeborn person, noble (not slave or of caste)	personne noble (ni esclave ni de caste)	hɔ̄ɔ̄rɔ̄-wⁿ	hɔ̄ɔ̄rɔ̄wⁿ	hɔ̄ɔ̄rɔ̄wⁿ	482	NOBLE	h ³/ɔː r ³/ɔ + ∼/w̃	3 7 5 7 9 6	AXBZ_A	HURU_W	22	22.H.C 22.U.V 22.R.C 22.U.V 22._._ 22.W.C	2.0 1.5 1.75 0.8 0.0 2.0	0	2925 2926
5867	Bondu_So	noble, freeborn person	noble (non esclave)	nòː nálà	nòː nálà	nòː nálà	482	NOBLE	n ¹/oː + n ⁵/a l ¹/a	4 7 9 4 7 5 7	AX_AXBZ	NU_NALA	6	6.N.C 6.U.V 6._._ 6.N.C 6.A.V 6.L.C 6.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	2919 2920
5868	Bangime	freeborn person, noble (not slave or of caste)	personne noble (ni esclave ni de caste)	hɔ̄ɔ̄rɔ̀	hɔ̄ɔ̄rɔ̀	hɔ̄ɔ̄rɔ̀	482	NOBLE	h ³/ɔː r ɔ̀								
5869	Bambara		libre, noble, non-casté et non-captif	hɔ́rɔ̰́	hɔ́rɔ̰́	hɔ́rɔ̰́	482	NOBLE	h ⁵/ɔ r ∼¹/ɔ								
5870	Ampari	nose	nez	kìnì	kìnì	kìnì	1221	NOSE	k ¹/i n ¹/i	1 7 4 7	AXBZ	KINI	1	1.K.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	2933
5871	Bankan_Tey	nose	nez	círⁿè	círⁿè	círⁿè	1221	NOSE	tʃ ⁵/i ∼/r̃ ¹/e	1 7 5 7	AXBZ	TIRE	4	4.T.C 4.I.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	0	2933
5872	Ben_Tey	nose	nez	círⁿì	círⁿì	círⁿì	1221	NOSE	tʃ ⁵/i ∼/r̃ ¹/i	1 7 5 7	AXBZ	TIRI	5	5.T.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	0	2933
5873	Bunoge	nose	nez	kìnà	kìnà	kìnà	1221	NOSE	k ¹/i n ¹/a	1 7 4 7	AXBZ	KINA	16	16.K.C 16.I.V 16.N.C 16.A.V	2.0 1.5 1.75 0.8	0	2936
5874	Dogul_Dom	nose	nez	kìnjɔ́:	kìnjɔ́:	kìnjɔ́:	1221	NOSE	k ¹/i ⁿdʒ ɔː	1 7 1 7	AXBZ	KITU	17	17.K.C 17.I.V 17.T.C 17.U.V	2.0 1.5 1.75 0.8	0	2936
5875	Gourou	nose	nez	kírⁿé	kírⁿé	kírⁿé	1221	NOSE	k ⁵/i ∼/r̃ ⁵/e	1 7 5 7	AXBZ	KIRE	20	20.K.C 20.I.V 20.R.C 20.E.V	2.0 1.5 1.75 0.8	0	2933
5876	Bondu_So	nose	nez	kìnjâ:	kìnjâ:	kìnjâ:	1221	NOSE	k ¹/i ⁿdʒ ⁵¹/aː	1 7 1 7	AXBZ	KITA	6	6.K.C 6.I.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	0	2936
5877	Nanga	nose	nez	kírⁿê	kírⁿê	kírⁿê	1221	NOSE	k ⁵/i ∼/r̃ ⁵¹/e	1 7 5 7	AXBZ	KIRE	24	24.K.C 24.I.V 24.R.C 24.E.V	2.0 1.5 1.75 0.8	0	2933
5878	Tebul_Ure	nose	nez	cíné	cíné	cíné	1221	NOSE	tʃ ⁵/i n ⁵/e	1 7 4 7	AXBZ	TINE	30	30.T.C 30.I.V 30.N.C 30.E.V	2.0 1.5 1.75 0.8	0	2933
5879	Tommo_So	nose	nez	kínú	kínú	kínú	1221	NOSE	k ⁵/i n ⁵/u	1 7 4 7	AXBZ	KINY	33	33.K.C 33.I.V 33.N.C 33.Y.V	2.0 1.5 1.75 0.8	0	2933
5880	Toro_Tegu	nose	nez	cìrⁿò-ká	cìrⁿò-ká	cìrⁿò-ká	1221	NOSE	tʃ ¹/i ∼/r̃ ¹/o + k ⁵/a	1 7 5 7 9 1 7	AXBZ_AX	TIRU_KA	36	36.T.C 36.I.V 36.R.C 36.U.V 36._._ 36.K.C 36.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	2933 2940
5881	Yanda_Dom	nose	nez	cìnzà	cìnzà	cìnzà	1221	NOSE	tʃ ¹/i n z ¹/a	1 7 4 3 7	AXMBZ	TINSA	37	37.T.C 37.I.V 37.N.c 37.S.C 37.A.V	2.0 1.5 1.1 1.75 0.8	0	2941
5882	Yorno_So	nose	nez	kín	kín	kín	1221	NOSE	k ⁵/i n	1 7 4	AXN	KIN	38	38.K.C 38.I.V 38.N.c	2.0 1.5 0.8	0	2933
5883	Jamsay	nose	nez	círⁿé	círⁿé	círⁿé	1221	NOSE	tʃ ⁵/i ∼/r̃ ⁵/e	1 7 5 7	AXBZ	TIRE	21	21.T.C 21.I.V 21.R.C 21.E.V	2.0 1.5 1.75 0.8	0	2933
5884	Bangime	nose	nez	sùmbì	sùmbì	sùmbì	1221	NOSE	s ¹/u ⁿb ¹/i	3 7 1 7	AXBZ	SYPI	3	3.S.C 3.Y.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	0	2935
5885	Fulfulde	nose	nez	hinere	hinere	hinere	1221	NOSE	h i n e r e	3 7 4 7 5 7	AXBYBZ	HINERE	19	19.H.C 19.I.V 19.N.C 19.E.V 19.R.C 19.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2937
5886	Jenaama	nose	nez	ɲīmīnà	ɲīmīnà	ɲīmīnà	1221	NOSE	ɲ ³/i m ³/i n ¹/a	4 7 4 7 4 7	AXBYBZ	NIMINA	22	22.N.C 22.I.V 22.M.C 22.I.V 22.N.C 22.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2938
5887	Songhai_Senni	nose	nez	nì:nè	nì:nè	nì:nè	1221	NOSE	n ¹/iː n ¹/e	4 7 4 7	AXBZ	NINE	28	28.N.C 28.I.V 28.N.C 28.E.V	2.0 1.5 1.75 0.8	0	2933
5888	Mombo	nose	nez	kínjà	kínjà	kínjà	1221	NOSE	k ⁵/i ⁿdʒ ¹/a	1 7 1 7	AXBZ	KITA	23	23.K.C 23.I.V 23.T.C 23.A.V	2.0 1.5 1.75 0.8	0	2936
5889	Penange	nose	nez	kìmjà	kìmjà	kìmjà	1221	NOSE	k ¹/i ⁿdʒ ¹/a	1 7 1 7	AXBZ	KITA	25	25.K.C 25.I.V 25.T.C 25.A.V	2.0 1.5 1.75 0.8	0	2936
5890	Perge_Tegu	nose	nez	kírⁿé	kírⁿé	kírⁿé	1221	NOSE	k ⁵/i ∼/r̃ ⁵/e	1 7 5 7	AXBZ	KIRE	26	26.K.C 26.I.V 26.R.C 26.E.V	2.0 1.5 1.75 0.8	0	2933
5891	Tiranige_Diga	nose	nez	cínjɔ́	cínjɔ́	cínjɔ́	1221	NOSE	tʃ ⁵/i ⁿdʒ ⁵/ɔ	1 7 1 7	AXBZ	TITU	31	31.T.C 31.I.V 31.T.C 31.U.V	2.0 1.5 1.75 0.8	0	2936
5892	Togo_Kan	nose	nez	kírⁿí	kírⁿí	kírⁿí	1221	NOSE	k ⁵/i ∼/r̃ ⁵/i	1 7 5 7	AXBZ	KIRI	32	32.K.C 32.I.V 32.R.C 32.I.V	2.0 1.5 1.75 0.8	0	2933
5893	Tomo_Kan	nose	nez	cìní	cìní	cìní	1221	NOSE	tʃ ¹/i n ⁵/i	1 7 4 7	AXBZ	TINI	34	34.T.C 34.I.V 34.N.C 34.I.V	2.0 1.5 1.75 0.8	0	2933
5894	Bambara		nez	kírⁿú	núⁿ	núⁿ	1221	NOSE	n ⁵/ũ	4 7	AX	NY	2	2.N.C 2.Y.V	2.0 1.5	0	2934
5895	Bozo_Debo		nez	kíŋù	muⁿuⁿ	muⁿuⁿ	1221	NOSE	m ũ:	4 7	AX	MY	7	7.M.C 7.Y.V	2.0 1.5	1	2934
5896	Bozo_Hainyaxo		nez	kìnjáà	muⁿnuⁿ	muⁿnuⁿ	1221	NOSE	m ũ n ũ	4 7 4 7	AXBZ	MYNY	8	8.M.C 8.Y.V 8.N.C 8.Y.V	2.0 1.5 1.75 0.8	1	2934
5897	Bozo_Korondougou_nord		nez	ɲɛⁿɛⁿmuⁿ	ɲɛⁿɛⁿmuⁿ	ɲɛⁿɛⁿmuⁿ	1221	NOSE	ɲ ∼/ɛ: m ũ	4 7 4 7	AXBZ	NEMY	9	9.N.C 9.E.V 9.M.C 9.Y.V	2.0 1.5 1.75 0.8	0	2934
5898	Bozo_Korondougou_sud		nez	muⁿ	muⁿ	muⁿ	1221	NOSE	m ũ	4 7	AX	MY	10	10.M.C 10.Y.V	2.0 1.5	0	2934
5899	Bozo_Kotya		nez	muⁿuⁿ	muⁿuⁿ	muⁿuⁿ	1221	NOSE	m ũ:	4 7	AX	MY	11	11.M.C 11.Y.V	2.0 1.5	1	2934
5900	Bozo_Pondori_nord		nez	muⁿ	muⁿ	muⁿ	1221	NOSE	m ũ	4 7	AX	MY	12	12.M.C 12.Y.V	2.0 1.5	0	2934
5901	Bozo_Pondori_sud		nez	muⁿ	muⁿ	muⁿ	1221	NOSE	m ũ	4 7	AX	MY	13	13.M.C 13.Y.V	2.0 1.5	0	2934
5902	Bozo_Tieyaxo		nez	muⁿuⁿ	muⁿuⁿ	muⁿuⁿ	1221	NOSE	m ũ:	4 7	AX	MY	14	14.M.C 14.Y.V	2.0 1.5	0	2934
5903	Bozo_Tiema_Cewe		nez	muⁿuⁿ	muⁿuⁿ	muⁿuⁿ	1221	NOSE	m ũ:	4 7	AX	MY	15	15.M.C 15.Y.V	2.0 1.5	0	2934
5904	Soninke		nez	núxúnnè	núxúnnè	núxúnnè	1221	NOSE	n ⁵/u x ⁵/u n n ¹/e	4 7 4 4 7	AXMBZ	NYNNE	29	29.N.C 29.Y.V 29.N.c 29.N.C 29.E.V	2.0 1.5 1.1 1.75 0.8	0	2939
5905	Toro_So	nose	nez	kírⁿú	kírⁿú	kírⁿú	1221	NOSE	k ⁵/i ∼/r̃ ⁵/u	1 7 5 7	AXBZ	KIRY	35	35.K.C 35.I.V 35.R.C 35.Y.V	2.0 1.5 1.75 0.8	0	2933
5906	Toro_So	nose	nez	kíŋù	kíŋù	kíŋù	1221	NOSE	k ⁵/i ŋ ¹/u	1 7 4 7	AXBZ	KINY	35	35.K.C 35.I.V 35.N.C 35.Y.V	2.0 1.5 1.75 0.8	0	2933
5907	Bondu_So	nose	nez	kìnjáà	kìnjáà	kìnjáà	1221	NOSE	k ¹/i ⁿdʒ ⁵¹/aː	1 7 1 7	AXBZ	KITA	6	6.K.C 6.I.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	0	2936
5908	Toro_Tegu	now	maintenant	nîŋ	nîŋ ~ níŋgì	nîŋ	1376	NOW	n ⁵¹/i ŋ	4 7 4	AXN	NIN	36	36.N.C 36.I.V 36.N.c	2.0 1.5 0.8	0	2952
5909	Ben_Tey	now	maintenant	núwⁿɔ̀-yⁿ	núwⁿɔ̀yⁿ, nɛ́:	núwⁿɔ̀yⁿ	1376	NOW	n ⁵/u ∼/w̃ ¹/ɔ + ∼/j	4 7 6 7 9 6	AXBZ_A	NYWU_J	5	5.N.C 5.Y.V 5.W.C 5.U.V 5._._ 5.J.C	2.0 1.5 1.75 0.8 0.0 2.0	0	2946 2945
5910	Bankan_Tey	now	maintenant	nɔ́ŋɔ̀-yⁿ	nɔ́ŋɔ̀yⁿ	nɔ́ŋɔ̀yⁿ	1376	NOW	n ⁵/ɔ ŋ ¹/ɔ + ∼/j	4 7 4 7 9 6	AXBZ_A	NUNU_J	4	4.N.C 4.U.V 4.N.C 4.U.V 4._._ 4.J.C	2.0 1.5 1.75 0.8 0.0 2.0	0	2944 2945
5911	Nanga	now	maintenant	níŋè-yⁿ	níŋèyⁿ	níŋèyⁿ	1376	NOW	n ⁵/i ŋ ¹/e + ∼/j	4 7 4 7 9 6	AXBZ_A	NINE_J	24	24.N.C 24.I.V 24.N.C 24.E.V 24._._ 24.J.C	2.0 1.5 1.75 0.8 0.0 2.0	0	2944 2945
5912	Perge_Tegu	now	maintenant	nîŋ	nîŋ	nîŋ	1376	NOW	n ⁵¹/i ŋ	4 7 4	AXN	NIN	26	26.N.C 26.I.V 26.N.c	2.0 1.5 0.8	0	2944
5913	Togo_Kan	now	maintenant	kà:ná	kà:ná	kà:ná	1376	NOW	k ¹/aː n ⁵/a	1 7 4 7	AXBZ	KANA	32	32.K.C 32.A.V 32.N.C 32.A.V	2.0 1.5 1.75 0.8	0	2950
5914	Yorno_So	now	maintenant	kàná:	kàná:	kàná:	1376	NOW	k ¹/a n ⁵/aː	1 7 4 7	AXBZ	KANA	38	38.K.C 38.A.V 38.N.C 38.A.V	2.0 1.5 1.75 0.8	0	2950
5915	Tommo_So	now	maintenant	nìmɛ́-m	nìmɛ́m, nɛ́ɛ́-kày	nìmɛ́m	1376	NOW	n ¹/i m ⁵/ɛ + m	4 7 4 7 9 4	AXBZ_A	NIME_M	33	33.N.C 33.I.V 33.M.C 33.E.V 33._._ 33.M.C	2.0 1.5 1.75 0.8 0.0 2.0	0	2944 2945
5916	Tebul_Ure	now	maintenant	nân	nân	nân	1376	NOW	n ⁵¹/a n	4 7 4	AXN	NAN	30	30.N.C 30.A.V 30.N.c	2.0 1.5 0.8	0	2944
5917	Yanda_Dom	now	maintenant	nìmɛ̂-m	nìmɛ̂m, ní:, ní: gày	nìmɛ̂m	1376	NOW	n ¹/i m ¹⁵/ɛ + m	4 7 4 7 9 4	AXBZ_A	NIME_M	37	37.N.C 37.I.V 37.M.C 37.E.V 37._._ 37.M.C	2.0 1.5 1.75 0.8 0.0 2.0	0	2944 2945
5918	Bondu_So	now	maintenant	sǎŋ	sǎŋ, sǎn, sàŋgí	sǎŋ	1376	NOW	s ¹⁵/a ŋ	3 7 4	AXN	SAN	6	6.S.C 6.A.V 6.N.c	2.0 1.5 0.8	0	2947
5919	Bunoge	now	maintenant	másà	másà	másà	1376	NOW	m ⁵/a s ¹/a	4 7 3 7	AXBZ	MASA	16	16.M.C 16.A.V 16.S.C 16.A.V	2.0 1.5 1.75 0.8	0	2942
5920	Donno_So	now	maintenant	kàndɔ̌w	kàndɔ̌w, kàndɔ̀ ŋ̀gɔ́	kàndɔ̌w	1376	NOW	k ¹/a ⁿd ¹⁵/ɔ w	1 7 1 7 6	AXBYN	KATUW	18	18.K.C 18.A.V 18.T.C 18.U.V 18.W.c	2.0 1.5 1.75 1.3 0.8	0	2948
5921	Jamsay	now	maintenant	kà:ná	kà:ná, nɛ́yⁿ, nîm, nîŋ	kà:ná	1376	NOW	k ¹/aː n ⁵/a	1 7 4 7	AXBZ	KANA	21	21.K.C 21.A.V 21.N.C 21.A.V	2.0 1.5 1.75 0.8	0	2950
5922	Tiranige_Diga	now	maintenant	ájá	ájá	ájá	1376	NOW	⁵/a dʒ ⁵/a	7 1 7	XBZ	ATA	31	31.A.V 31.T.C 31.A.V	1.5 1.75 0.8	0	2950
5923	Mombo	now	maintenant	sízà	sízà // tó:	sízà	1376	NOW	s ⁵/i z ¹/a	3 7 3 7	AXBZ	SISA	23	23.S.C 23.I.V 23.S.C 23.A.V	2.0 1.5 1.75 0.8	0	2942
5924	Penange	now	maintenant	nsâ	nsâ→	nsâ	1376	NOW	n s ⁵¹/a	4 3 7	ACZ	NSA	25	25.N.C 25.S.C 25.A.V	2.0 1.5 0.8	0	2951
5925	Bangime	now	maintenant	àɕɛ́ⁿ	àɕɛ́ⁿ	àɕɛ́ⁿ	1376	NOW	¹/a ɕ ⁵/ ∼/ɛ	7 3 7	XBZ	ASE	3	3.A.V 3.S.C 3.E.V	1.5 1.75 0.8	0	2943
5926	Fulfulde	now	maintenant	jooni	jooni	jooni	1376	NOW	dʒ oː n i	1 7 4 7	AXBZ	TUNI	19	19.T.C 19.U.V 19.N.C 19.I.V	2.0 1.5 1.75 0.8	0	2949
5927	Soninke		maintenant	sá	sá	sá	1376	NOW	s ⁵/a	3 7	AX	SA	29	29.S.C 29.A.V	2.0 1.5	0	2943
5928	Songhai_Senni	[particle] now	maintenant [related to màsán-dâ ‘now’] -attested only in: hál .sá. until now, up to now	sáŋ	sáŋ	sáŋ	1376	NOW	s ⁵/a ŋ	3 7 4	AXN	SAN	28	28.S.C 28.A.V 28.N.c	2.0 1.5 0.8	0	2947
5929	Bambara		maintenant, actuellement, à présent, de nos jours	sísǎ̰	sísǎ̰	sísǎ̰	1376	NOW	s ⁵/i s ⁵¹/ã	3 7 3 7	AXBZ	SISA	2	2.S.C 2.I.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	0	2942
5930	Toro_Tegu	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árú-m	árú-m	árú-m	1104	NURSE	⁵/a r ⁵/u + m	7 5 7 9 4	XBZ_A	ARY_M	36	36.A.V 36.R.C 36.Y.V 36._._ 36.M.C	1.5 1.75 0.8 0.0 2.0	0	2954 2963
5931	Ben_Tey	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-wú	árá-wú	árá-wú	1104	NURSE	⁵/a r ⁵/a + w ⁵/u	7 5 7 9 6 7	XBZ_AX	ARA_WY	5	5.A.V 5.R.C 5.A.V 5._._ 5.W.C 5.Y.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5932	Bankan_Tey	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árí-mí	árí-mí	árí-mí	1104	NURSE	⁵/a r ⁵/i + m ⁵/i	7 5 7 9 4 7	XBZ_AX	ARI_MI	4	4.A.V 4.R.C 4.I.V 4._._ 4.M.C 4.I.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5933	Nanga	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-mí	árá-mí	árá-mí	1104	NURSE	⁵/a r ⁵/a + m ⁵/i	7 5 7 9 4 7	XBZ_AX	ARA_MI	24	24.A.V 24.R.C 24.A.V 24._._ 24.M.C 24.I.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5934	Perge_Tegu	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árú-wá	árú-wá	árú-wá	1104	NURSE	⁵/a r ⁵/u + w ⁵/a	7 5 7 9 6 7	XBZ_AX	ARY_WA	26	26.A.V 26.R.C 26.Y.V 26._._ 26.W.C 26.A.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5935	Togo_Kan	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-m̀	árá-m̀	árá-m̀	1104	NURSE	⁵/a r ⁵/a + m	7 5 7 9 4	XBZ_A	ARA_M	32	32.A.V 32.R.C 32.A.V 32._._ 32.M.C	1.5 1.75 0.8 0.0 2.0	0	2954 2956
5936	Yorno_So	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-mɔ́	árá-mɔ́-	árá-mɔ́	1104	NURSE	⁵/a r ⁵/a + m ⁵/ɔ	7 5 7 9 4 7	XBZ_AX	ARA_MU	38	38.A.V 38.R.C 38.A.V 38._._ 38.M.C 38.U.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5937	Tommo_So	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-mɔ́	árá-mɔ́	árá-mɔ́	1104	NURSE	⁵/a r ⁵/a + m ⁵/ɔ	7 5 7 9 4 7	XBZ_AX	ARA_MU	33	33.A.V 33.R.C 33.A.V 33._._ 33.M.C 33.U.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5938	Dogul_Dom	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	ár-mɛ̀	ár-mɛ̀	ár-mɛ̀	1104	NURSE	⁵/a r + m ¹/ɛ	7 5 9 4 7	XN_AX	AR_ME	17	17.A.V 17.R.c 17._._ 17.M.C 17.E.V	1.5 0.8 0.0 2.0 1.5	0	2954 2955
5939	Tebul_Ure	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	dǒ-m	dǒ-m (dǒ-m-tì-)	dǒ-m	1104	NURSE	d ¹⁵/o + m	1 7 9 4	AX_A	TU_M	30	30.T.C 30.U.V 30._._ 30.M.C	2.0 1.5 0.0 2.0	0	2961 2956
5940	Yanda_Dom	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	ádú-mɔ́	ádú-mɔ́	ádú-mɔ́	1104	NURSE	⁵/a d ⁵/u + m ⁵/ɔ	7 1 7 9 4 7	XBZ_AX	ATY_MU	37	37.A.V 37.T.C 37.Y.V 37._._ 37.M.C 37.U.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5941	Bondu_So	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-m	árá-m	árá-m	1104	NURSE	⁵/a r ⁵/a + m	7 5 7 9 4	XBZ_A	ARA_M	6	6.A.V 6.R.C 6.A.V 6._._ 6.M.C	1.5 1.75 0.8 0.0 2.0	0	2954 2956
5942	Bunoge	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	ʔárá-mì	ʔárá-mì	ʔárá-mì	1104	NURSE	ʔ ⁵/a r ⁵/a + m ¹/i	1 7 5 7 9 4 7	AXBZ_AX	HARA_MI	16	16.H.C 16.A.V 16.R.C 16.A.V 16._._ 16.M.C 16.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5943	Donno_So	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árà-mà	árà-mà	árà-mà	1104	NURSE	⁵/a r ¹/a + m ¹/a	7 5 7 9 4 7	XBZ_AX	ARA_MA	18	18.A.V 18.R.C 18.A.V 18._._ 18.M.C 18.A.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5944	Jamsay	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-wá	árá-wá	árá-wá	1104	NURSE	⁵/a r ⁵/a + w ⁵/a	7 5 7 9 6 7	XBZ_AX	ARA_WA	21	21.A.V 21.R.C 21.A.V 21._._ 21.W.C 21.A.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5945	Tiranige_Diga	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-m	árá-m(ú)	árá-m	1104	NURSE	⁵/a r ⁵/a + m	7 5 7 9 4	XBZ_A	ARA_M	31	31.A.V 31.R.C 31.A.V 31._._ 31.M.C	1.5 1.75 0.8 0.0 2.0	0	2954 2962
5946	Mombo	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-mì	árámì	árá-mì	1104	NURSE	⁵/a r ⁵/a + m ¹/i	7 5 7 9 4 7	XBZ_AX	ARA_MI	23	23.A.V 23.R.C 23.A.V 23._._ 23.M.C 23.I.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5947	Penange	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árá-mì	árá-mì (y-)	árá-mì	1104	NURSE	⁵/a r ⁵/a + m ¹/i	7 5 7 9 4 7	XBZ_AX	ARA_MI	25	25.A.V 25.R.C 25.A.V 25._._ 25.M.C 25.I.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5948	Songhai_Senni	[tr] (woman) nurse, give suck to (a baby)	(femme) faire téter	hínw-éyndí	hínw-éyndí	hínw-éyndí	1104	NURSE	h ⁵/i n w + ⁵/e j ⁿd ⁵/i	3 7 4 6 9 7 6 1 7	AXBC_XMBZ	HINW_EJTI	28	28.H.C 28.I.V 28.N.C 28.W.C 28._._ 28.E.V 28.J.c 28.T.C 28.I.V	2.0 1.5 1.75 1.5 0.0 1.5 1.1 1.75 0.8	0	2959 2960
5949	Bangime	suck	sucer	mɔ̀nʤɛ̀	mɔ̀nʤɛ̀	mɔ̀nʤɛ̀	1104	NURSE	m ¹/ɔ n j ¹/ɛ	4 7 4 6 7	AXBCZ	MUNJE	3	3.M.C 3.U.V 3.N.C 3.J.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	2953
5950	Fulfulde	nurse	teter	muy-ninde	muyninde	muy-ninde	1104	NURSE	m u j + n i ⁿd e	4 7 6 9 4 7 1 7	AXN_AXBZ	MYJ_NITE	19	19.M.C 19.Y.V 19.J.c 19._._ 19.N.C 19.I.V 19.T.C 19.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	2957 2958
5951	Tomo_Kan	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	ʔàrà-mí	ʔàrà-mí	ʔàrà-mí	1104	NURSE	ʔ ¹/a r ¹/a + m ⁵/i	1 7 5 7 9 4 7	AXBZ_AX	HARA_MI	34	34.H.C 34.A.V 34.R.C 34.A.V 34._._ 34.M.C 34.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5952	Bondu_So	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	árà-mì	árà-mì	árà-mì	1104	NURSE	⁵/a r ¹/a + m ¹/i	7 5 7 9 4 7	XBZ_AX	ARA_MI	6	6.A.V 6.R.C 6.A.V 6._._ 6.M.C 6.I.V	1.5 1.75 0.8 0.0 2.0 1.5	0	2954 2955
5953	Bankan_Tey	elderly, old (person)	âgé, vieux (person)	pɛ̌-m	pɛ̌-m	pɛ̌-m	1229	OLD	p ¹⁵/ɛ + m	1 7 9 4	AX_A	PE_M	4	4.P.C 4.E.V 4._._ 4.M.C	2.0 1.5 0.0 2.0	0	2966 2967
